State,State Code,2013 Urbanization,2013 Urbanization Code,Ten-Year Age Groups,Age Group Midpoint,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,% of Total Deaths
Arkansas,5,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,15220,1278218,1190.7202,0.04%
Georgia,13,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,19100,1602830,1191.6423,0.05%
Virginia,51,Micropolitan (non-metro),5,55-64 years,59,All Other Causes,O,7558,631005,1197.7718,0.02%
Louisiana,22,Small Metro,4,55-64 years,59,All Other Causes,O,18304,1524759,1200.452,0.04%
Arkansas,5,Small Metro,4,55-64 years,59,All Other Causes,O,8776,729977,1202.2297,0.02%
Arkansas,5,Micropolitan (non-metro),5,55-64 years,59,All Other Causes,O,13581,1129150,1202.7631,0.03%
Mississippi,28,Small Metro,4,55-64 years,59,All Other Causes,O,2686,222256,1208.5163,0.01%
Alabama,1,Large Central Metro,1,55-64 years,59,All Other Causes,O,14917,1229702,1213.0581,0.04%
Florida,12,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,8866,721751,1228.4015,0.02%
Louisiana,22,Large Central Metro,1,55-64 years,59,All Other Causes,O,8862,716997,1235.9884,0.02%
Georgia,13,Micropolitan (non-metro),5,55-64 years,59,All Other Causes,O,21468,1735285,1237.1455,0.05%
Alabama,1,Micropolitan (non-metro),5,55-64 years,59,All Other Causes,O,13202,1056547,1249.5421,0.03%
Oklahoma,40,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,14202,1134790,1251.5091,0.03%
Alabama,1,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,16793,1337859,1255.2145,0.04%
Tennessee,47,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,17650,1398538,1262.0322,0.04%
Kentucky,21,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,27020,2105098,1283.5507,0.06%
Louisiana,22,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,9056,704157,1286.0768,0.02%
Mississippi,28,Micropolitan (non-metro),5,55-64 years,59,All Other Causes,O,22702,1755686,1293.0558,0.05%
Louisiana,22,Micropolitan (non-metro),5,55-64 years,59,All Other Causes,O,9419,725566,1298.159,0.02%
Mississippi,28,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,16972,1289441,1316.2293,0.04%
South Carolina,45,NonCore (non-metro),6,55-64 years,59,All Other Causes,O,9050,670495,1349.7491,0.02%
Arkansas,5,Large Fringe Metro,2,55-64 years,59,All Other Causes,O,1306,86164,1515.7142,0.00%
Maryland,24,Large Central Metro,1,55-64 years,59,All Other Causes,O,17587,1100225,1598.4912,0.04%
Utah,49,Large Fringe Metro,2,55-64 years,59,Alcohol-Induced Causes,A,16,69648,22.97266253,0.00%
Nevada,32,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,16,71640,22.33389168,0.00%
Arkansas,5,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,10,86164,11.60577503,0.00%
Arkansas,5,Large Fringe Metro,2,55-64 years,59,Alcohol-Induced Causes,A,19,86164,22.05097256,0.00%
Alaska,2,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,17,92071,18.46401147,0.00%
West Virginia,54,Large Fringe Metro,2,55-64 years,59,Alcohol-Induced Causes,A,19,102759,18.48986463,0.00%
New Hampshire,33,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,17,124042,13.70503539,0.00%
Maryland,24,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,17,161878,10.50173588,0.00%
Maryland,24,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,15,175952,8.525052287,0.00%
Nebraska,31,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,14,196833,7.112628472,0.00%
Massachusetts,25,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,14,211339,6.624428052,0.00%
Mississippi,28,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,16,222256,7.198905766,0.00%
North Dakota,38,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,16,277680,5.762028234,0.00%
North Dakota,38,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,18,419868,4.287061648,0.00%
South Dakota,46,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,18,421532,4.270138447,0.00%
North Dakota,38,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,19,532717,3.566621677,0.00%
Massachusetts,25,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,11141,0,0.00%
Massachusetts,25,NonCore (non-metro),6,65-74 years,69,Alcohol-Induced Causes,A,0,11141,0,0.00%
Utah,49,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,0,39684,0,0.00%
Utah,49,Large Fringe Metro,2,65-74 years,69,Alcohol-Induced Causes,A,0,39684,0,0.00%
Alaska,2,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,0,40105,0,0.00%
Nevada,32,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,48629,0,0.00%
Arkansas,5,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,0,51689,0,0.00%
West Virginia,54,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,0,60686,0,0.00%
Alaska,2,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,62418,0,0.00%
Nevada,32,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,80656,0,0.00%
New Hampshire,33,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,89122,0,0.00%
Massachusetts,25,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,0,118903,0,0.00%
Maryland,24,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,125857,0,0.00%
Oklahoma,40,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,128143,0,0.00%
Maryland,24,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,0,128399,0,0.00%
Nebraska,31,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,130696,0,0.00%
Mississippi,28,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,148615,0,0.00%
Arizona,4,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,153097,0,0.00%
Maine,23,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,0,165255,0,0.00%
Alaska,2,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,165563,0,0.00%
North Dakota,38,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,0,181777,0,0.00%
Wyoming,56,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,186698,0,0.00%
Delaware,10,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,197801,0,0.00%
Maryland,24,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,0,214610,0,0.00%
Idaho,16,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,236969,0,0.00%
Mississippi,28,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,0,253602,0,0.00%
South Dakota,46,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,0,264514,0,0.00%
North Dakota,38,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,310509,0,0.00%
South Dakota,46,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,0,313469,0,0.00%
Minnesota,27,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,0,313740,0,0.00%
Iowa,19,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,21,1222007,1.7185,0.00%
Virginia,51,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,31,1330592,2.3298,0.00%
Virginia,51,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,24,962451,2.4936,0.00%
Indiana,18,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,34,1336053,2.5448,0.00%
Georgia,13,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,31,1166304,2.658,0.00%
Missouri,29,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,39,1411100,2.7638,0.00%
South Carolina,45,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,20,716732,2.7904,0.00%
Virginia,51,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,26,904923,2.8732,0.00%
Massachusetts,25,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,20,668507,2.9917,0.00%
Mississippi,28,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,28,912862,3.0673,0.00%
Kansas,20,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,20,645314,3.0993,0.00%
Pennsylvania,42,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,21,673243,3.1192,0.00%
Missouri,29,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,24,769433,3.1192,0.00%
Virginia,51,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,132,4128642,3.1972,0.00%
Wisconsin,55,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,31,967216,3.2051,0.00%
New York,36,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,44,1372124,3.2067,0.00%
Minnesota,27,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,30,933901,3.2123,0.00%
Georgia,13,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,52,1609277,3.2313,0.00%
Pennsylvania,42,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,54,1645490,3.2817,0.00%
Missouri,29,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,88,2660713,3.3074,0.00%
Wisconsin,55,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,40,1201921,3.328,0.00%
Pennsylvania,42,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,53,1588765,3.3359,0.00%
Indiana,18,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,22,657330,3.3469,0.00%
Missouri,29,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,32,950356,3.3672,0.00%
Illinois,17,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,132,3911517,3.3746,0.00%
Kansas,20,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,22,646629,3.4023,0.00%
Illinois,17,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,42,1224876,3.4289,0.00%
New Jersey,34,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,243,7071114,3.4365,0.00%
Massachusetts,25,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,161,4679269,3.4407,0.00%
New York,36,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,38,1102142,3.4478,0.00%
Illinois,17,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,194,5624163,3.4494,0.00%
Nebraska,31,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,34,983854,3.4558,0.00%
Maryland,24,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,165,4752027,3.4722,0.00%
Alabama,1,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,26,748309,3.4745,0.00%
Connecticut,9,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,89,2539225,3.505,0.00%
Arkansas,5,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,35,985270,3.5523,0.00%
Indiana,18,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,38,1067361,3.5602,0.00%
New York,36,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,236,6617767,3.5662,0.00%
Illinois,17,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,46,1277067,3.602,0.00%
Michigan,26,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,46,1274109,3.6104,0.00%
Michigan,26,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,55,1517129,3.6253,0.00%
Ohio,39,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,95,2617080,3.63,0.00%
Indiana,18,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,83,2276836,3.6454,0.00%
Alabama,1,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,54,1447938,3.7294,0.00%
Iowa,19,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,45,1200276,3.7491,0.00%
Wisconsin,55,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,38,1011317,3.7575,0.00%
Massachusetts,25,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,60,1589380,3.7751,0.00%
North Carolina,37,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,39,1028039,3.7936,0.00%
Mississippi,28,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,45,1182808,3.8045,0.00%
Florida,12,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,92,2411365,3.8153,0.00%
Maine,23,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,27,706040,3.8241,0.00%
Georgia,13,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,49,1228663,3.9881,0.00%
Ohio,39,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,109,2697676,4.0405,0.00%
Ohio,39,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,30,735308,4.0799,0.00%
New Hampshire,33,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,25,606553,4.1217,0.00%
Alabama,1,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,40,968321,4.1309,0.00%
Nebraska,31,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,23,554799,4.1456,0.00%
Texas,48,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,173,4125342,4.1936,0.00%
Alabama,1,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,67,1592357,4.2076,0.00%
New Jersey,34,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,86,2041892,4.2118,0.00%
New York,36,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,95,2245451,4.2308,0.00%
Texas,48,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,88,2074384,4.2422,0.00%
North Carolina,37,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,180,4224933,4.2604,0.00%
North Carolina,37,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,60,1398869,4.2892,0.00%
Arizona,4,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,21,488820,4.2961,0.00%
South Carolina,45,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,29,672305,4.3135,0.00%
Tennessee,47,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,52,1180330,4.4055,0.00%
North Carolina,37,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,44,998208,4.4079,0.00%
West Virginia,54,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,30,678315,4.4227,0.00%
Pennsylvania,42,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,206,4650620,4.4295,0.00%
Arkansas,5,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,37,826344,4.4776,0.00%
Florida,12,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,25,556983,4.4885,0.00%
Wisconsin,55,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,70,1556825,4.4963,0.00%
Illinois,17,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,54,1198505,4.5056,0.00%
Arkansas,5,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,65,1440684,4.5117,0.00%
Illinois,17,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,44,970035,4.5359,0.00%
Maryland,24,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,20,440795,4.5373,0.00%
Texas,48,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,184,4048682,4.5447,0.00%
Texas,48,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,86,1891638,4.5463,0.00%
Georgia,13,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,53,1165078,4.5491,0.00%
Texas,48,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,105,2292654,4.5798,0.00%
Idaho,16,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,21,452773,4.6381,0.00%
Minnesota,27,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,30,638431,4.699,0.00%
Michigan,26,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,159,3338935,4.762,0.00%
Pennsylvania,42,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,229,4804471,4.7664,0.00%
North Carolina,37,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,65,1359276,4.782,0.00%
Maine,23,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,32,665400,4.8091,0.00%
Louisiana,22,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,48,995285,4.8227,0.00%
North Carolina,37,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,106,2191243,4.8374,0.00%
Michigan,26,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,73,1506100,4.847,0.00%
New York,36,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,539,11103017,4.8545,0.00%
Minnesota,27,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,44,903943,4.8676,0.00%
Indiana,18,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,62,1262914,4.9093,0.00%
Louisiana,22,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,50,1003343,4.9833,0.00%
Florida,12,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,475,9433551,5.0352,0.00%
Kansas,20,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,40,790406,5.0607,0.00%
Ohio,39,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,201,3957831,5.0785,0.00%
New Hampshire,33,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,24,471023,5.0953,0.00%
New Jersey,34,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,45,882606,5.0985,0.00%
Virginia,51,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,58,1121021,5.1739,0.00%
Georgia,13,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,193,3692944,5.2262,0.00%
Kentucky,21,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,35,669325,5.2291,0.00%
Wisconsin,55,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,53,1008380,5.256,0.00%
Kentucky,21,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,75,1425528,5.2612,0.00%
Connecticut,9,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,57,1080849,5.2736,0.00%
Florida,12,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,419,7924363,5.2875,0.00%
Tennessee,47,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,68,1273714,5.3387,0.00%
Florida,12,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,409,7536551,5.4269,0.00%
Kentucky,21,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,61,1120814,5.4425,0.00%
Louisiana,22,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,23,417084,5.5145,0.00%
Mississippi,28,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,58,1047084,5.5392,0.00%
Rhode Island,44,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,39,700117,5.5705,0.00%
Kentucky,21,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,27,482600,5.5947,0.00%
Kansas,20,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,37,658733,5.6168,0.00%
Louisiana,22,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,103,1823045,5.6499,0.00%
Alabama,1,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,44,776507,5.6664,0.00%
Tennessee,47,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,44,776030,5.6699,0.00%
West Virginia,54,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,64,1105314,5.7902,0.00%
Michigan,26,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,102,1755814,5.8093,0.00%
Texas,48,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,547,9333574,5.8606,0.00%
Connecticut,9,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,22,374006,5.8823,0.00%
Michigan,26,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,157,2651431,5.9213,0.00%
Arkansas,5,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,31,519925,5.9624,0.00%
Florida,12,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,32,532370,6.0109,0.00%
Ohio,39,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,224,3705886,6.0444,0.00%
Hawaii,15,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,71,1155335,6.1454,0.00%
Idaho,16,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,36,585636,6.1472,0.00%
Missouri,29,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,34,547384,6.2114,0.00%
Montana,30,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,26,414146,6.278,0.00%
Illinois,17,NonCore (non-metro),6,65-74 years,69,Alcohol-Induced Causes,A,61,970035,6.2884,0.00%
West Virginia,54,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,27,426681,6.3279,0.00%
Nevada,32,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,23,361821,6.3567,0.00%
Alabama,1,Large Fringe Metro,2,65-74 years,69,Alcohol-Induced Causes,A,36,564975,6.372,0.00%
Tennessee,47,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,95,1484334,6.4002,0.00%
New Hampshire,33,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,27,420673,6.4183,0.00%
West Virginia,54,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,30,467366,6.419,0.00%
New Mexico,35,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,48,744405,6.4481,0.00%
Oklahoma,40,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,79,1224700,6.4506,0.00%
Kentucky,21,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,49,759566,6.4511,0.00%
Nebraska,31,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,27,415838,6.4929,0.00%
Kentucky,21,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,57,875133,6.5133,0.00%
Massachusetts,25,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,44,671962,6.548,0.00%
Pennsylvania,42,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,224,3417573,6.5544,0.00%
Washington,53,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,68,1033090,6.5822,0.00%
Missouri,29,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,71,1078292,6.5845,0.00%
Tennessee,47,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,66,1002203,6.5855,0.00%
Colorado,8,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,27,407749,6.6217,0.00%
Arizona,4,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,87,1312808,6.627,0.00%
Indiana,18,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,58,871704,6.6536,0.00%
Oklahoma,40,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,70,1045829,6.6933,0.00%
Oklahoma,40,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,38,563866,6.7392,0.00%
Colorado,8,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,31,456822,6.786,0.00%
Tennessee,47,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,145,2118599,6.8441,0.00%
Washington,53,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,98,1430910,6.8488,0.00%
South Carolina,45,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,249,3635079,6.8499,0.00%
Minnesota,27,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,112,1629385,6.8738,0.00%
Maine,23,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,23,331871,6.9304,0.00%
California,6,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,1621,23383708,6.9322,0.00%
Minnesota,27,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,97,1385723,7,0.00%
Pennsylvania,42,Small Metro,4,65-74 years,69,Alcohol-Induced Causes,A,112,1588765,7.0495,0.00%
Montana,30,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,39,550553,7.0838,0.00%
California,6,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,358,4945315,7.2392,0.00%
Colorado,8,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,29,400018,7.2497,0.00%
Oregon,41,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,68,919896,7.3921,0.00%
Arkansas,5,NonCore (non-metro),6,65-74 years,69,Alcohol-Induced Causes,A,73,985270,7.4091,0.00%
Pennsylvania,42,Large Fringe Metro,2,65-74 years,69,Alcohol-Induced Causes,A,365,4804471,7.5971,0.00%
Washington,53,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,61,798139,7.6428,0.00%
Oklahoma,40,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,59,771222,7.6502,0.00%
Arizona,4,Small Metro,4,65-74 years,69,Drug-Induced Causes,D,116,1512555,7.6691,0.00%
Oklahoma,40,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,68,873523,7.7846,0.00%
Montana,30,Micropolitan (non-metro),5,65-74 years,69,Drug-Induced Causes,D,26,333106,7.8053,0.00%
Colorado,8,Medium Metro,3,65-74 years,69,Drug-Induced Causes,D,109,1391791,7.8316,0.00%
Washington,53,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,149,1895886,7.8591,0.00%
Colorado,8,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,139,1763773,7.8808,0.00%
Maryland,24,Medium Metro,3,65-74 years,69,Alcohol-Induced Causes,A,35,440795,7.9402,0.00%
Washington,53,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,145,1824698,7.9465,0.00%
Georgia,13,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,59,740940,7.9629,0.00%
Mississippi,28,NonCore (non-metro),6,65-74 years,69,Alcohol-Induced Causes,A,73,912862,7.9968,0.00%
New Jersey,34,Large Fringe Metro,2,65-74 years,69,Alcohol-Induced Causes,A,574,7071114,8.1175,0.00%
Pennsylvania,42,Medium Metro,3,65-74 years,69,Alcohol-Induced Causes,A,382,4650620,8.214,0.00%
Arizona,4,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,340,4092400,8.3081,0.00%
Wisconsin,55,Large Central Metro,1,65-74 years,69,Drug-Induced Causes,D,80,942749,8.4858,0.00%
Oregon,41,Large Fringe Metro,2,65-74 years,69,Drug-Induced Causes,D,91,1071324,8.4942,0.00%
Pennsylvania,42,Micropolitan (non-metro),5,65-74 years,69,Alcohol-Induced Causes,A,140,1645490,8.5081,0.00%
Washington,53,NonCore (non-metro),6,65-74 years,69,Drug-Induced Causes,D,26,304056,8.5511,0.00%
